"iso3";"indicator";"unit";"source";"cts_name";"cts_code";"n_rows";"n_iso3";"min_yr";"max_yr"
"FIN";"Taxes on Energy (including fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";27;1;1995;2021
"FIN";"Taxes on Pollution";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"FIN";"Taxes on Pollution";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"FIN";"Taxes on Resources";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"FIN";"Taxes on Resources";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"FIN";"Taxes on Transport (excluding fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";27;1;1995;2021
"FIN";"Taxes on Transport (excluding fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";27;1;1995;2021
"FJI";"Environmental Taxes";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";11;1;2010;2020
"FJI";"Environmental Taxes";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";11;1;2010;2020
"FJI";"Taxes on Energy (including fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";27;1;1995;2021
"FJI";"Taxes on Energy (including fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";27;1;1995;2021
"FJI";"Taxes on Pollution";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";23;1;1995;2017
"FJI";"Taxes on Pollution";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";23;1;1995;2017
"FJI";"Taxes on Resources";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";11;1;2010;2020
"FJI";"Taxes on Resources";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";11;1;2010;2020
"FJI";"Taxes on Transport (excluding fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";11;1;2010;2020
"FJI";"Taxes on Transport (excluding fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";11;1;2010;2020
"FRA";"Environmental Taxes";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";27;1;1995;2021
"FRA";"Environmental Taxes";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";27;1;1995;2021
"FRA";"Taxes on Energy (including fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";27;1;1995;2021
"FRA";"Taxes on Energy (including fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";27;1;1995;2021
"FRA";"Taxes on Pollution";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";19;1;1995;2013
"FRA";"Taxes on Pollution";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";19;1;1995;2013
"FRA";"Taxes on Resources";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"FRA";"Taxes on Resources";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"FRA";"Taxes on Transport (excluding fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";27;1;1995;2021
"FRA";"Taxes on Transport (excluding fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";27;1;1995;2021
"GBR";"Environmental Taxes";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";27;1;1995;2021
"GBR";"Environmental Taxes";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";27;1;1995;2021
"GBR";"Taxes on Energy (including fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";27;1;1995;2021
"GBR";"Taxes on Energy (including fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";27;1;1995;2021
"GBR";"Taxes on Pollution";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"GBR";"Taxes on Pollution";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"GBR";"Taxes on Resources";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"GBR";"Taxes on Resources";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"GBR";"Taxes on Transport (excluding fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";27;1;1995;2021
